"ATG","BrOr1","BrOr2"
"AT1G28280","BraA07g11370R","BraA08g23700R"
"AT1G28290","BraA07g11360R","BraA09g34750R"
"AT1G28300","BraA07g11350R","BraA09g34730R"
"AT1G28375","BraA07g06760R","BraA08g23650R"
"AT1G28380","BraA08g23640R","BraA09g34640R"
"AT1G28395","BraA08g23620R","BraA09g34630R"
"AT1G28400","BraA08g23610R","BraA09g34620R"
"AT1G28420","BraA08g23530R","BraA09g34600R"
"AT1G28470","BraA07g06810R","BraA09g34580R"
"AT1G28480","BraA07g06880R","BraA09g34530R"
"AT1G28510","BraA07g06900R","BraA08g23490R"
"AT1G28815","BraA08g23400R","BraA09g34400R"
"AT1G29050","BraA07g07020R","BraA09g34340R"
"AT1G29120","BraA07g07090R","BraA08g23370R"
"AT1G29195","BraA07g07140R","BraA08g23310R"
"AT1G29240","BraA07g07170R","BraA08g23280R"
"AT1G29250","BraA07g07160R","BraA08g23290R"
"AT1G29280","BraA08g23260R","BraA09g34140R"
"AT1G29300","BraA08g23240R","BraA09g34100R"
"AT1G29320","BraA08g23230R","BraA09g34060R"
"AT1G29330","BraA08g23220R","BraA09g34050R"
"AT1G29400","BraA07g07270R","BraA09g33990R"
"AT1G29660","BraA07g07410R","BraA08g23090R"
"AT1G29690","BraA07g07440R","BraA08g23080R"
"AT1G29770","BraA07g07510R","BraA08g23020R"
"AT1G29790","BraA08g23010R","BraA09g33780R"
"AT1G29850","BraA07g07540R","BraA09g33730R"
"AT1G29860","BraA07g07550R","BraA09g33700R"
"AT1G29880","BraA07g07560R","BraA09g33690R"
"AT1G29950","BraA07g07600R","BraA08g22980R"
"AT1G30080","BraA08g22920R","BraA09g33510R"
"AT1G30120","BraA08g22900R","BraA09g33470R"
"AT1G30135","BraA08g22880R","BraA09g33460R"
"AT1G30190","BraA07g07640R","BraA09g33450R"
"AT1G30210","BraA08g22860R","BraA09g33430R"
"AT1G30240","BraA08g22830R","BraA09g33400R"
"AT1G30260","BraA07g07670R","BraA09g33380R"
"AT1G30320","BraA08g22780R","BraA09g33280R"
"AT1G30360","BraA08g22750R","BraA09g33210R"
"AT1G30380","BraA08g22740R","BraA09g33180R"
"AT1G30400","BraA08g22730R","BraA09g33170R"
"AT1G30450","BraA07g07840R","BraA08g22710R"
"AT1G30480","BraA08g22670R","BraA09g33100R"
"AT1G30545","BraA08g10850R","BraA09g33020R"
"AT1G30580","BraA07g09980R","BraA08g10810R"
"AT1G30650","BraA07g09990R","BraA09g32860R"
"AT1G30690","BraA07g10010R","BraA09g32830R"
"AT1G30750","BraA07g10060R","BraA09g32750R"
"AT1G30760","BraA07g10070R","BraA09g32730R"
"AT1G30810","BraA08g10780R","BraA09g32680R"
"AT1G30820","BraA07g10100R","BraA09g32670R"
"AT1G30825","BraA07g10130R","BraA09g32640R"
"AT1G30860","BraA08g10750R","BraA09g32520R"
"AT1G30900","BraA08g10710R","BraA09g32480R"
"AT1G30960","BraA07g10170R","BraA09g32470R"
"AT1G30970","BraA08g10690R","BraA09g32460R"
"AT1G31050","BraA08g10630R","BraA09g32410R"
"AT1G31070","BraA08g10610R","BraA09g32400R"
"AT1G31300","BraA07g09950R","BraA09g32190R"
"AT1G31310","BraA07g09940R","BraA09g32160R"
"AT1G31335","BraA07g09910R","BraA09g32100R"
"AT1G31350","BraA08g10440R","BraA09g32060R"
"AT1G31760","BraA05g22680R","BraA09g31870R"
"AT1G31770","BraA05g22670R","BraA09g31860R"
"AT1G31850","BraA05g22610R","BraA09g31710R"
"AT1G31860","BraA05g22600R","BraA09g31670R"
"AT1G31930","BraA05g22510R","BraA09g31640R"
"AT1G31940","BraA05g22500R","BraA09g31440R"
"AT1G31970","BraA08g09380R","BraA09g31450R"
"AT1G32190","BraA05g22360R","BraA09g31550R"
"AT1G32230","BraA08g09230R","BraA09g31420R"
"AT1G32240","BraA05g22310R","BraA09g31360R"
"AT1G32250","BraA05g22280R","BraA09g31350R"
"AT1G32330","BraA08g09170R","BraA09g31310R"
"AT1G32360","BraA05g22190R","BraA09g31270R"
"AT1G32361","BraA08g08930R","BraA09g31260R"
"AT1G32380","BraA05g22170R","BraA09g31240R"
"AT1G32400","BraA05g22130R","BraA09g31230R"
"AT1G32530","BraA05g22030R","BraA09g31110R"
"AT1G32550","BraA08g09020R","BraA09g31100R"
"AT1G32560","BraA08g09030R","BraA09g31090R"
"AT1G32700","BraA08g09060R","BraA09g31040R"
"AT1G32770","BraA05g21930R","BraA09g30990R"
"AT1G32780","BraA05g21910R","BraA09g30960R"
"AT1G32920","BraA08g09160R","BraA09g30920R"
"AT1G32928","BraA05g21860R","BraA09g30910R"
"AT1G32990","BraA08g08870R","BraA09g30840R"
"AT1G33170","BraA08g08790R","BraA09g30710R"
"AT1G33230","BraA08g08760R","BraA09g30690R"
"AT1G33240","BraA08g08750R","BraA09g30680R"
"AT1G33270","BraA08g08710R","BraA09g30580R"
"AT1G33760","BraA05g21710R","BraA09g30320R"
"AT1G34020","BraA05g21530R","BraA09g30090R"
"AT1G34030","BraA05g21520R","BraA09g30070R"
"AT1G34180","BraA05g21420R","BraA08g08540R"
"AT1G34190","BraA05g21390R","BraA09g29970R"
"AT1G34220","BraA08g08530R","BraA09g29940R"
"AT1G34270","BraA08g08520R","BraA09g29860R"
"AT1G34350","BraA08g08500R","BraA09g29810R"
"AT1G34420","BraA08g08470R","BraA09g29710R"
"AT1G34550","BraA08g08450R","BraA09g29690R"
"AT1G34570","BraA08g08440R","BraA09g29680R"
"AT1G34630","BraA05g21380R","BraA09g29660R"
"AT1G34750","BraA05g21320R","BraA09g29600R"
"AT1G35160","BraA05g21300R","BraA09g29440R"
"AT1G35470","BraA05g21170R","BraA09g29210R"
"AT1G35580","BraA05g21120R","BraA08g08370R"
"AT1G42440","BraA05g18970R","BraA06g03980R"
"AT1G42470","BraA04g19510R","BraA07g17060R"
"AT1G43170","BraA02g30810R","BraA06g39450R"
"AT1G44224","BraA05g20180R","BraA10g07830R"
"AT1G44575","BraA08g06530R","BraA10g07890R"
"AT1G44760","BraA08g06500R","BraA10g07970R"
"AT1G44800","BraA08g06490R","BraA10g08130R"
"AT1G44835","BraA08g06460R","BraA10g08200R"
"AT1G44900","BraA08g06450R","BraA10g08250R"
"AT1G45050","BraA05g20160R","BraA10g07500R"
"AT1G45180","BraA08g06260R","BraA10g07450R"
"AT1G45545","BraA08g06190R","BraA10g07300R"
"AT1G46264","BraA08g06130R","BraA10g07220R"
"AT1G46480","BraA05g20150R","BraA08g06120R"
"AT1G47200","BraA08g06030R","BraA10g07180R"
"AT1G47250","BraA08g05940R","BraA10g07130R"
"AT1G47260","BraA05g20040R","BraA08g05930R"
"AT1G47270","BraA08g05890R","BraA10g07090R"
"AT1G47290","BraA08g04210R","BraA10g07080R"
"AT1G47640","BraA08g05680R","BraA10g06900R"
"AT1G47655","BraA08g05670R","BraA10g06880R"
"AT1G47670","BraA05g19860R","BraA08g05660R"
"AT1G47740","BraA05g19870R","BraA08g05580R"
"AT1G47750","BraA05g19880R","BraA08g05590R"
"AT1G47980","BraA05g19890R","BraA06g05230R"
"AT1G48020","BraA05g19770R","BraA08g05510R"
"AT1G48090","BraA08g05490R","BraA06g05170R"
"AT1G48230","BraA08g05350R","BraA06g05080R"
"AT1G48310","BraA05g19690R","BraA08g05270R"
"AT1G48350","BraA08g05200R","BraA06g04970R"
"AT1G48405","BraA08g05160R","BraA06g04960R"
"AT1G48410","BraA05g19580R","BraA08g05130R"
"AT1G48490","BraA08g05080R","BraA06g04880R"
"AT1G48610","BraA05g19550R","BraA08g05000R"
"AT1G48620","BraA05g19540R","BraA06g04740R"
"AT1G48750","BraA05g19480R","BraA08g04940R"
"AT1G48790","BraA08g04920R","BraA06g04630R"
"AT1G48930","BraA05g19380R","BraA06g04520R"
"AT1G49170","BraA05g19250R","BraA08g04670R"
"AT1G49330","BraA05g19180R","BraA08g04570R"
"AT1G49480","BraA05g19140R","BraA08g04440R"
"AT1G49560","BraA05g19050R","BraA06g04220R"
"AT1G49650","BraA08g04120R","BraA06g04050R"
"AT1G49670","BraA08g04130R","BraA06g04090R"
"AT1G49770","BraA05g18990R","BraA06g04200R"
"AT1G49850","BraA05g18960R","BraA08g04060R"
"AT1G49890","BraA08g04010R","BraA06g03960R"
"AT1G49950","BraA05g18940R","BraA06g03940R"
"AT1G50000","BraA05g18890R","BraA06g03890R"
"AT1G50030","BraA05g18870R","BraA06g03840R"
"AT1G50120","BraA08g03860R","BraA06g03800R"
"AT1G50240","BraA05g18810R","BraA08g03800R"
"AT1G50300","BraA08g03770R","BraA06g03730R"
"AT1G50310","BraA05g18800R","BraA06g03710R"
"AT1G50380","BraA08g03670R","BraA06g03660R"
"AT1G50430","BraA05g18720R","BraA08g03640R"
"AT1G50480","BraA05g18680R","BraA06g03600R"
"AT1G50580","BraA08g04000R","BraA06g04230R"
"AT1G50600","BraA05g18630R","BraA06g03520R"
"AT1G50610","BraA05g18620R","BraA08g03610R"
"AT1G50680","BraA05g18550R","BraA06g03390R"
"AT1G50930","BraA05g18440R","BraA06g03290R"
"AT1G50950","BraA05g18430R","BraA06g03260R"
"AT1G51060","BraA05g18390R","BraA08g03300R"
"AT1G51130","BraA05g18320R","BraA06g03110R"
"AT1G51160","BraA08g03370R","BraA06g03090R"
"AT1G51190","BraA05g18300R","BraA06g03070R"
"AT1G51200","BraA08g03400R","BraA06g03060R"
"AT1G51210","BraA08g03420R","BraA06g03050R"
"AT1G51220","BraA05g18290R","BraA06g03040R"
"AT1G51310","BraA05g18230R","BraA08g03460R"
"AT1G51340","BraA05g18210R","BraA08g03470R"
"AT1G51350","BraA08g03480R","BraA06g03030R"
"AT1G51405","BraA08g03550R","BraA06g02980R"
"AT1G51538","BraA08g03250R","BraA06g02920R"
"AT1G51610","BraA05g18030R","BraA06g02870R"
"AT1G51640","BraA05g18010R","BraA06g02830R"
"AT1G51660","BraA05g17970R","BraA08g03190R"
"AT1G51700","BraA05g17940R","BraA08g03170R"
"AT1G51710","BraA08g03160R","BraA06g02780R"
"AT1G51730","BraA05g17930R","BraA06g02760R"
"AT1G51760","BraA05g17910R","BraA06g02740R"
"AT1G51770","BraA05g17900R","BraA06g02720R"
"AT1G51860","BraA05g17820R","BraA06g02700R"
"AT1G51910","BraA05g17770R","BraA06g02680R"
"AT1G51950","BraA08g03080R","BraA06g02670R"
"AT1G51960","BraA05g17720R","BraA08g03070R"
"AT1G52080","BraA05g17650R","BraA08g03020R"
"AT1G52140","BraA05g17640R","BraA08g03000R"
"AT1G52150","BraA08g02960R","BraA06g02620R"
"AT1G52325","BraA03g33400R","BraA05g35380R"
"AT1G52340","BraA08g02850R","BraA06g02430R"
"AT1G52342","BraA05g17560R","BraA08g02840R"
"AT1G52380","BraA05g17520R","BraA06g02410R"
"AT1G52400","BraA05g17510R","BraA06g02380R"
"AT1G52410","BraA05g17500R","BraA06g02370R"
"AT1G52565","BraA05g17410R","BraA06g02340R"
"AT1G52570","BraA05g17400R","BraA08g02830R"
"AT1G52660","BraA08g02760R","BraA06g02270R"
"AT1G52700","BraA05g17340R","BraA08g02720R"
"AT1G52730","BraA05g17290R","BraA06g02240R"
"AT1G52760","BraA05g17280R","BraA06g02210R"
"AT1G52770","BraA08g02680R","BraA06g02190R"
"AT1G53000","BraA05g17220R","BraA08g02590R"
"AT1G53035","BraA05g17150R","BraA06g01970R"
"AT1G53040","BraA08g02560R","BraA06g01960R"
"AT1G53050","BraA05g17140R","BraA08g02550R"
"AT1G53100","BraA08g02540R","BraA06g01920R"
"AT1G53180","BraA05g17050R","BraA08g02500R"
"AT1G53190","BraA05g17040R","BraA06g01850R"
"AT1G53200","BraA05g17030R","BraA06g01840R"
"AT1G53300","BraA05g16970R","BraA08g02430R"
"AT1G53320","BraA05g16960R","BraA08g02410R"
"AT1G53345","BraA05g16940R","BraA08g02380R"
"AT1G53380","BraA08g02370R","BraA06g01770R"
"AT1G53390","BraA05g16880R","BraA06g01760R"
"AT1G53400","BraA05g16860R","BraA06g01750R"
"AT1G53470","BraA08g02330R","BraA06g01720R"
"AT1G53490","BraA05g16820R","BraA06g01710R"
"AT1G53510","BraA05g16790R","BraA06g01690R"
"AT1G53530","BraA03g05380R","BraA10g25550R"
"AT1G53580","BraA08g02300R","BraA06g01660R"
"AT1G53650","BraA05g16670R","BraA06g01630R"
"AT1G53690","BraA05g16630R","BraA06g01580R"
"AT1G53760","BraA05g16580R","BraA06g01540R"
"AT1G53800","BraA05g16570R","BraA06g01520R"
"AT1G53840","BraA05g16530R","BraA06g01500R"
"AT1G53860","BraA05g16510R","BraA06g01480R"
"AT1G53990","BraA05g16490R","BraA08g02210R"
"AT1G54030","BraA05g16450R","BraA08g02160R"
"AT1G54217","BraA05g16380R","BraA08g01980R"
"AT1G55160","BraA05g16340R","BraA08g01810R"
"AT1G55300","BraA05g16200R","BraA08g01670R"
"AT1G55310","BraA05g16180R","BraA08g01660R"
"AT1G55340","BraA05g16150R","BraA08g01640R"
"AT1G55460","BraA05g16120R","BraA08g01590R"
"AT1G55490","BraA05g16100R","BraA08g01570R"
"AT1G55520","BraA05g16090R","BraA08g01550R"
"AT1G55530","BraA08g01540R","BraA06g01260R"
"AT1G55535","BraA05g16080R","BraA08g01530R"
"AT1G55550","BraA08g01500R","BraA06g01250R"
"AT1G55620","BraA08g01420R","BraA06g01200R"
"AT1G55680","BraA08g01380R","BraA06g01150R"
"AT1G55690","BraA08g01360R","BraA06g01140R"
"AT1G55775","BraA05g16010R","BraA08g01290R"
"AT1G55920","BraA05g15940R","BraA08g01180R"
"AT1G56330","BraA01g18810R","BraA09g18770R"
"AT1G56340","BraA01g18830R","BraA09g18760R"
"AT1G57620","BraA01g19360R","BraA09g18520R"
"AT1G57680","BraA01g19450R","BraA09g17900R"
"AT1G57700","BraA01g19440R","BraA09g17890R"
"AT1G58070","BraA03g61080R","BraA09g17960R"
"AT1G58110","BraA01g19530R","BraA09g17990R"
"AT1G58120","BraA01g19540R","BraA09g18000R"
"AT1G58250","BraA01g19740R","BraA09g18030R"
"AT1G58290","BraA01g19870R","BraA09g18100R"
"AT1G59560","BraA04g01230R","BraA09g50340R"
"AT1G59580","BraA01g19960R","BraA09g17860R"
"AT1G59610","BraA03g60840R","BraA01g20020R"
"AT1G59730","BraA03g60800R","BraA09g17690R"
"AT1G59740","BraA01g20070R","BraA09g17680R"
"AT1G59910","BraA03g60750R","BraA01g20170R"
"AT1G60010","BraA01g20260R","BraA09g17510R"
"AT1G60060","BraA01g20330R","BraA09g17470R"
"AT1G60620","BraA01g20730R","BraA09g17030R"
"AT1G60770","BraA01g20820R","BraA09g17090R"
"AT1G60900","BraA01g20900R","BraA09g16930R"
"AT1G60950","BraA01g20950R","BraA09g16840R"
"AT1G60960","BraA01g20980R","BraA09g16830R"
"AT1G60980","BraA01g21000R","BraA09g16810R"
"AT1G61080","BraA01g21110R","BraA09g16790R"
"AT1G61105","BraA01g21140R","BraA09g16780R"
"AT1G61240","BraA01g21420R","BraA09g16690R"
"AT1G61250","BraA01g21430R","BraA09g16680R"
"AT1G61380","BraA01g21570R","BraA09g16620R"
"AT1G61500","BraA01g21640R","BraA09g16590R"
"AT1G61520","BraA01g21650R","BraA09g16580R"
"AT1G61560","BraA01g21670R","BraA09g16570R"
"AT1G61570","BraA07g26330R","BraA07g37050R"
"AT1G61660","BraA01g21850R","BraA09g16520R"
"AT1G61740","BraA01g21980R","BraA09g16480R"
"AT1G61760","BraA01g22010R","BraA09g16470R"
"AT1G61780","BraA01g22040R","BraA09g16460R"
"AT1G61795","BraA01g22070R","BraA09g16450R"
"AT1G61890","BraA01g22140R","BraA09g16430R"
"AT1G61900","BraA01g22170R","BraA09g16420R"
"AT1G62110","BraA01g22190R","BraA09g16380R"
"AT1G62200","BraA09g58970R","BraA06g10610R"
"AT1G64980","BraA02g17150R","BraA07g29840R"
"AT1G65030","BraA02g18520R","BraA07g31090R"
"AT1G65295","BraA02g17340R","BraA07g29890R"
"AT1G65440","BraA02g17390R","BraA07g29920R"
"AT1G65720","BraA02g17550R","BraA07g30060R"
"AT1G65930","BraA02g17640R","BraA07g30160R"
"AT1G66070","BraA02g17660R","BraA07g30230R"
"AT1G66080","BraA02g17670R","BraA07g30240R"
"AT1G66140","BraA02g17680R","BraA07g30280R"
"AT1G66245","BraA03g33940R","BraA05g34420R"
"AT1G66330","BraA02g17810R","BraA07g30380R"
"AT1G66470","BraA02g17890R","BraA07g30450R"
"AT1G66740","BraA02g17970R","BraA07g30630R"
"AT1G66820","BraA02g17990R","BraA07g30700R"
"AT1G66850","BraA02g18010R","BraA07g30730R"
"AT1G67035","BraA02g18140R","BraA07g30850R"
"AT1G67040","BraA02g18150R","BraA07g30840R"
"AT1G67170","BraA02g18280R","BraA07g30880R"
"AT1G67230","BraA02g18340R","BraA07g30900R"
"AT1G67290","BraA02g18390R","BraA07g30960R"
"AT1G67320","BraA07g29710R","BraA02g18410R"
"AT1G67325","BraA07g29700R","BraA07g30980R"
"AT1G67330","BraA07g29690R","BraA02g18420R"
"AT1G67390","BraA02g25700R","BraA07g39530R"
"AT1G67410","BraA07g29650R","BraA02g18470R"
"AT1G67420","BraA07g29640R","BraA07g31020R"
"AT1G67540","BraA02g18540R","BraA07g31120R"
"AT1G67560","BraA07g29580R","BraA02g18570R"
"AT1G67590","BraA02g18590R","BraA07g31160R"
"AT1G67600","BraA02g18600R","BraA07g31170R"
"AT1G67680","BraA02g18630R","BraA07g31220R"
"AT1G67710","BraA07g29540R","BraA07g31240R"
"AT1G67730","BraA02g18670R","BraA07g31310R"
"AT1G67780","BraA02g18370R","BraA07g30940R"
"AT1G67785","BraA02g18710R","BraA07g31380R"
"AT1G67810","BraA02g18730R","BraA07g31410R"
"AT1G67850","BraA07g29440R","BraA02g18760R"
"AT1G67970","BraA02g18800R","BraA07g31550R"
"AT1G67980","BraA02g18820R","BraA07g31560R"
"AT1G68000","BraA07g29320R","BraA02g18840R"
"AT1G68040","BraA02g18860R","BraA07g31590R"
"AT1G68060","BraA07g29300R","BraA07g31610R"
"AT1G68070","BraA02g18870R","BraA07g31620R"
"AT1G68080","BraA07g29290R","BraA02g18880R"
"AT1G68100","BraA07g29280R","BraA07g31630R"
"AT1G68110","BraA02g18910R","BraA07g31640R"
"AT1G68130","BraA07g29270R","BraA07g31650R"
"AT1G68160","BraA07g29260R","BraA07g31680R"
"AT1G68230","BraA02g19020R","BraA07g31730R"
"AT1G68310","BraA02g19060R","BraA07g31790R"
"AT1G68360","BraA02g19130R","BraA07g31840R"
"AT1G68370","BraA02g19140R","BraA07g31850R"
"AT1G68390","BraA02g19150R","BraA07g31870R"
"AT1G68440","BraA02g19200R","BraA07g31910R"
"AT1G68460","BraA07g29100R","BraA02g19220R"
"AT1G68480","BraA02g19240R","BraA07g31930R"
"AT1G68500","BraA02g19270R","BraA07g31950R"
"AT1G68520","BraA07g29080R","BraA02g19290R"
"AT1G68530","BraA07g29070R","BraA02g19300R"
"AT1G68550","BraA07g29060R","BraA02g19320R"
"AT1G68580","BraA07g29030R","BraA07g32080R"
"AT1G68690","BraA07g28970R","BraA07g32150R"
"AT1G68710","BraA07g28950R","BraA07g32160R"
"AT1G68765","BraA02g19500R","BraA07g32200R"
"AT1G68795","BraA02g19520R","BraA07g32230R"
"AT1G68810","BraA07g28900R","BraA07g32240R"
"AT1G68910","BraA02g19670R","BraA07g32360R"
"AT1G68920","BraA02g19680R","BraA07g32370R"
"AT1G69040","BraA02g19760R","BraA07g32460R"
"AT1G69085","BraA07g28820R","BraA07g32500R"
"AT1G69170","BraA02g19830R","BraA07g32530R"
"AT1G69220","BraA02g19850R","BraA07g32560R"
"AT1G69250","BraA02g19870R","BraA07g32570R"
"AT1G69260","BraA07g28790R","BraA07g32580R"
"AT1G69490","BraA07g28720R","BraA07g32790R"
"AT1G69530","BraA02g20110R","BraA07g32860R"
"AT1G69540","BraA02g20120R","BraA07g32870R"
"AT1G69560","BraA07g28690R","BraA07g32880R"
"AT1G69570","BraA07g28680R","BraA07g32900R"
"AT1G69600","BraA02g20250R","BraA07g32940R"
"AT1G69680","BraA07g28610R","BraA07g33000R"
"AT1G69700","BraA02g20360R","BraA07g33020R"
"AT1G69750","BraA07g28570R","BraA07g33460R"
"AT1G69800","BraA02g20440R","BraA07g33410R"
"AT1G69810","BraA02g20450R","BraA07g33400R"
"AT1G69840","BraA02g20460R","BraA07g33380R"
"AT1G69900","BraA02g20490R","BraA07g33280R"
"AT1G69970","BraA02g20540R","BraA07g33230R"
"AT1G70000","BraA07g28460R","BraA02g20550R"
"AT1G70060","BraA07g28450R","BraA02g20560R"
"AT1G70170","BraA07g28420R","BraA07g33070R"
"AT1G70180","BraA07g28410R","BraA02g20600R"
"AT1G70210","BraA02g20610R","BraA07g33060R"
"AT1G70230","BraA07g28360R","BraA07g33050R"
"AT1G70280","BraA07g28340R","BraA07g33030R"
"AT1G70300","BraA02g20680R","BraA07g33510R"
"AT1G70330","BraA02g20690R","BraA07g33520R"
"AT1G70350","BraA07g28330R","BraA02g20700R"
"AT1G70370","BraA07g28320R","BraA07g33530R"
"AT1G70410","BraA02g20710R","BraA07g33550R"
"AT1G70420","BraA02g20720R","BraA07g33570R"
"AT1G70430","BraA02g20730R","BraA07g33580R"
"AT1G70460","BraA02g20740R","BraA07g33600R"
"AT1G70490","BraA07g28290R","BraA02g20760R"
"AT1G70505","BraA02g20800R","BraA07g33660R"
"AT1G70550","BraA02g20850R","BraA07g33700R"
"AT1G70560","BraA02g20860R","BraA07g33710R"
"AT1G70690","BraA02g20970R","BraA07g33810R"
"AT1G70710","BraA07g28230R","BraA07g33830R"
"AT1G70780","BraA07g28200R","BraA02g21030R"
"AT1G70820","BraA02g21050R","BraA07g33910R"
"AT1G70920","BraA02g21170R","BraA07g33960R"
"AT1G70940","BraA07g28130R","BraA07g33970R"
"AT1G71000","BraA02g21180R","BraA07g34010R"
"AT1G71010","BraA02g21210R","BraA07g34020R"
"AT1G71015","BraA02g21220R","BraA07g34030R"
"AT1G71030","BraA02g21230R","BraA07g34050R"
"AT1G71130","BraA07g28110R","BraA02g21280R"
"AT1G71200","BraA02g21330R","BraA07g34140R"
"AT1G71360","BraA07g28030R","BraA07g34270R"
"AT1G71430","BraA02g21430R","BraA07g34330R"
"AT1G71520","BraA02g21410R","BraA07g34390R"
"AT1G71691","BraA07g27950R","BraA07g34430R"
"AT1G71800","BraA07g27880R","BraA02g21540R"
"AT1G71820","BraA07g27870R","BraA07g34580R"
"AT1G71830","BraA07g27860R","BraA07g34590R"
"AT1G71840","BraA07g27850R","BraA07g34600R"
"AT1G71865","BraA07g27830R","BraA07g34620R"
"AT1G71866","BraA02g21570R","BraA07g34610R"
"AT1G71870","BraA02g21590R","BraA07g34650R"
"AT1G71900","BraA02g21630R","BraA07g34670R"
"AT1G71910","BraA02g21640R","BraA07g34690R"
"AT1G71920","BraA02g21650R","BraA07g34700R"
"AT1G71930","BraA02g21660R","BraA07g34710R"
"AT1G72125","BraA07g27730R","BraA02g21800R"
"AT1G72140","BraA07g27710R","BraA02g21850R"
"AT1G72160","BraA07g27680R","BraA02g21870R"
"AT1G72220","BraA02g21920R","BraA07g34910R"
"AT1G72240","BraA02g21960R","BraA07g34930R"
"AT1G72250","BraA02g21970R","BraA07g34940R"
"AT1G72280","BraA02g21980R","BraA07g34950R"
"AT1G72330","BraA07g27610R","BraA07g35070R"
"AT1G72350","BraA07g27600R","BraA07g35090R"
"AT1G72360","BraA07g27590R","BraA07g35100R"
"AT1G72460","BraA07g27560R","BraA02g22230R"
"AT1G72510","BraA02g22250R","BraA07g35200R"
"AT1G72530","BraA07g27510R","BraA07g35210R"
"AT1G72630","BraA02g22320R","BraA07g35260R"
"AT1G72650","BraA02g22330R","BraA07g35280R"
"AT1G72700","BraA02g22350R","BraA07g35310R"
"AT1G72710","BraA02g22360R","BraA07g35320R"
"AT1G72720","BraA02g22370R","BraA07g35330R"
"AT1G72730","BraA02g22380R","BraA07g35340R"
"AT1G72750","BraA02g22410R","BraA07g35350R"
"AT1G72760","BraA02g22420R","BraA07g35360R"
"AT1G72820","BraA07g27440R","BraA07g35400R"
"AT1G72960","BraA07g27370R","BraA07g35430R"
"AT1G72970","BraA07g27360R","BraA02g22510R"
"AT1G73010","BraA02g22540R","BraA07g35440R"
"AT1G73030","BraA02g22550R","BraA07g35460R"
"AT1G73120","BraA02g22600R","BraA07g35510R"
"AT1G73190","BraA07g27270R","BraA02g22670R"
"AT1G73230","BraA07g27240R","BraA07g35570R"
"AT1G73350","BraA07g27200R","BraA07g35690R"
"AT1G73360","BraA07g27190R","BraA07g35700R"
"AT1G73370","BraA07g27180R","BraA07g35710R"
"AT1G73410","BraA02g22760R","BraA07g35740R"
"AT1G73450","BraA07g27170R","BraA02g22790R"
"AT1G73480","BraA07g27160R","BraA07g35770R"
"AT1G73530","BraA07g27140R","BraA02g22820R"
"AT1G73550","BraA02g22850R","BraA07g35790R"
"AT1G73560","BraA07g27130R","BraA07g35800R"
"AT1G73580","BraA07g28180R","BraA02g22880R"
"AT1G73590","BraA02g22890R","BraA07g35810R"
"AT1G73760","BraA07g27010R","BraA07g35980R"
"AT1G73790","BraA07g27000R","BraA07g36000R"
"AT1G73805","BraA07g26990R","BraA07g36010R"
"AT1G73830","BraA02g22960R","BraA07g36050R"
"AT1G73840","BraA07g26980R","BraA07g36060R"
"AT1G73860","BraA07g26970R","BraA07g36100R"
"AT1G73885","BraA07g26940R","BraA02g22990R"
"AT1G73920","BraA07g26930R","BraA07g36130R"
"AT1G73940","BraA07g26920R","BraA07g36140R"
"AT1G74010","BraA02g23040R","BraA07g36260R"
"AT1G74020","BraA07g26910R","BraA02g23050R"
"AT1G74080","BraA02g23070R","BraA07g36300R"
"AT1G74110","BraA02g23090R","BraA07g36360R"
"AT1G74150","BraA02g23100R","BraA07g36390R"
"AT1G74180","BraA02g23130R","BraA07g36430R"
"AT1G74250","BraA07g26830R","BraA02g23220R"
"AT1G74270","BraA02g23240R","BraA07g36490R"
"AT1G74458","BraA07g26740R","BraA07g36640R"
"AT1G74460","BraA07g26730R","BraA02g23290R"
"AT1G74470","BraA02g23300R","BraA07g36650R"
"AT1G74480","BraA02g23310R","BraA07g36660R"
"AT1G74660","BraA07g26630R","BraA07g36740R"
"AT1G74730","BraA02g23440R","BraA07g36760R"
"AT1G74750","BraA07g26580R","BraA07g36780R"
"AT1G74830","BraA07g26530R","BraA07g36820R"
"AT1G74890","BraA07g26520R","BraA07g36870R"
"AT1G74910","BraA07g26510R","BraA02g23480R"
"AT1G74930","BraA07g26490R","BraA07g36900R"
"AT1G74940","BraA07g26480R","BraA07g36910R"
"AT1G75020","BraA07g26420R","BraA02g23550R"
"AT1G75160","BraA07g26350R","BraA02g23590R"
"AT1G75180","BraA07g26320R","BraA02g23630R"
"AT1G75200","BraA07g26310R","BraA07g37080R"
"AT1G75220","BraA02g23650R","BraA07g37110R"
"AT1G75250","BraA02g23700R","BraA07g37130R"
"AT1G75330","BraA07g26250R","BraA02g23730R"
"AT1G75360","BraA02g23740R","BraA07g37210R"
