CHR,STAR,END,STRAND,BRA,Ath_ortho,Copies,BLK,B.oleracea_ortho,NonSynt_Pattern
A02,16658679,16659050,+,BraA02g28320R,AT4G00165,1,O,Bo01158s030,x
A02,16740955,16742342,-,BraA02g28490R,AT1G56220,4,O,Bo2g100600,x
A02,16753955,16757117,+,BraA02g28520R,AT1G70740,5,O,Bo2g101880,x
A02,16775020,16775942,+,BraA02g28540R,AT1G06620,4,O,Bo5g007090,x
A02,16941219,16954980,-,BraA02g28660R,AT5G23010,5,O,Bo2g102060,x
A02,17133109,17134829,NS,BraA02g28820R,AT5G24430,3,O,NA,x
A02,17155600,17157612,-,BraA02g28840R,AT1G43910,3,O,Bo6g002140,x
A02,17348222,17350000,+,BraA02g29000R,AT4G08670,4,P,Bo4g120190,x
A02,17356785,17357417,+,BraA02g29010R,AT5G48670,3,P,Bo9g078450,x
A02,17385916,17386837,+,BraA02g29020R,AT5G20480,4,P,Bo4g038950,x
A02,17388001,17392260,+,BraA02g29030R,AT5G20480,4,P,Bo4g038950,x
A02,17507827,17508923,+,BraA02g29130R,AT2G37620,4,P,Bo2g104960,x
A02,17514928,17517448,-,BraA02g29150R,AT5G52190,3,P,NA,x
A02,17673996,17674875,-,BraA02g29330R,AT3G50845,4,P,Bo6g067140,x
A02,17703320,17705148,+,BraA02g29350R,AT4G22758,3,P,NA,x
A02,17834567,17835635,+,BraA02g29480R,ATMG00650,1,P,NA,x
A02,17858012,17861016,-,BraA02g29500R,AT5G58780,1,P,Bo2g107590,x
A02,17868050,17870380,-,BraA02g29530R,AT1G72740,1,P,Bo6g116150,x
A02,17891980,17892327,+,BraA02g29540R,AT5G51360,3,P,NA,x
A02,17898703,17899354,+,BraA02g29560R,AT5G64160,2,P,NA,x
A02,18088930,18090633,-,BraA02g29810R,AT3G57150,2,P,Bo2g108920,x
A02,18215483,18217312,+,BraA02g29890R,AT4G20330,2,P,NA,x
A02,18301056,18303727,+,BraA02g30010R,AT5G23770,1,P,Bo2g109220,x
A02,18840900,18844120,-,BraA02g30480R,AT1G63730,4,P,Bo2g124490,x
A02,19287141,19287759,-,BraA02g30650R,AT5G42200,2,V,Bo2g116880,x
A02,19720740,19723135,+,BraA02g30810R,AT1G43170,3,V,Bo7g075920,x
A02,19724412,19726191,+,BraA02g30820R,AT3G57790,1,V,Bo2g116630,x
A02,19824556,19828507,-,BraA02g30870R,AT1G30300,5,V,Bo2g095160,x
A02,20046098,20048113,-,BraA02g31070R,AT2G37710,5,V,Bo2g116270,x
A02,20047800,20049074,-,BraA02g31080R,AT2G37710,5,V,Bo2g116270,x
A02,20532734,20534301,-,BraA02g31360R,AT4G21240,2,V,Bo5g003090,x
A02,20613203,20619002,+,BraA02g31420R,AT1G56130,1,V,Bo2g118200,x
A02,20683426,20689195,+,BraA02g31490R,AT1G56140,3,V,Bo2g118200,x
A02,20788701,20789929,-,BraA02g31590R,AT1G33140,1,V,Bo2g119340,x
A02,20870335,20871532,-,BraA02g31650R,AT2G45110,2,V,Bo2g119460,x
A02,20909051,20909371,+,BraA02g31680R,AT2G20660,1,V,Bo2g120490,x
A02,20956015,20959356,NS,BraA02g31730R,AT5G43010,4,V,NA,x
A02,20956911,20972688,NS,BraA02g31740R,AT5G43010,4,V,NA,x
A02,20977224,20978306,+,BraA02g31760R,AT5G15350,3,V,Bo2g120600,x
A02,21194882,21196871,+,BraA02g32000R,AT3G20480,1,V,Bo2g124300,x
A02,21197480,21200880,+,BraA02g32010R,AT5G41550,5,V,Bo6g065250,x
A02,21245993,21246499,+,BraA02g32040R,AT1G10230,2,V,Bo2g124330,x
A02,21428618,21429568,-,BraA02g32340R,AT2G40500,3,V,Bo2g124620,x
A02,21956266,21958355,-,BraA02g32840R,AT5G66610,1,V,Bo2g161270,x
A02,22117137,22117682,-,BraA02g33000R,AT4G18610,4,V,Bo2g127460,x
A02,22586423,22586684,-,BraA02g33470R,AT3G55230,3,V,Bo4g117020,x
A02,22720127,22729899,+,BraA02g33530R,AT2G34690,2,V,Bo2g079090,x
A02,22749706,22754210,+,BraA02g33550R,AT2G34690,2,V,Bo3g027820,x
A02,22878457,22884813,-,BraA02g33750R,AT2G17600,2,V,Bo4g038580,x
A02,22945820,22946478,-,BraA02g33830R,AT5G15690,3,V,NA,x
A02,22954306,22956320,+,BraA02g33840R,AT5G04120,3,V,Bo2g131490,x
A02,22974001,22978425,+,BraA02g33880R,AT3G01780,1,V,NA,x
A02,23293332,23293896,-,BraA02g34270R,AT2G04045,2,V,NA,x
A02,23410300,23417932,+,BraA02g34370R,AT3G50170,1,V,Bo8g079560,x
A02,23443620,23445956,+,BraA02g34420R,AT3G01910,2,V,Bo2g132160,x
A02,23803731,23804321,-,BraA02g34890R,AT1G70910,1,V,Bo2g132300,x
A02,23825430,23827400,+,BraA02g34900R,AT1G51400,2,V,NA,x
A02,23836469,23839369,-,BraA02g34930R,AT4G34880,1,V,Bo2g132350,x
A02,23851747,23852871,+,BraA02g34940R,AT5G42460,1,V,Bo3g085640,x
A02,24022646,24025608,+,BraA02g35230R,AT5G11660,4,V,Bo2g133690,x
A02,24103701,24107437,+,BraA02g35390R,AT5G07880,1,K,Bo7g046910,x
A02,24152575,24153663,-,BraA02g35480R,AT1G35180,2,K,Bo5g085240,x
A02,24409381,24410979,-,BraA02g35770R,AT3G45540,1,K,Bo2g134410,x
A02,24664422,24666787,+,BraA02g36100R,AT5G60730,1,K,Bo2g024650,x
A02,24683210,24684801,-,BraA02g36120R,AT5G20570,5,K,Bo2g021930,x
A02,24704434,24706588,-,BraA02g36140R,AT5G64040,4,K,Bo9g017950,x
A02,24907330,24911788,+,BraA02g36360R,AT1G79890,1,K,Bo2g136090,x
A02,24952524,24955661,+,BraA02g36420R,AT5G18010,3,K,Bo2g136220,x
A02,24953652,24956463,+,BraA02g36430R,AT5G18010,3,K,Bo2g136220,x
A02,25053355,25055009,-,BraA02g36550R,AT1G55510,2,K,Bo3g185280,x
A02,25090532,25091450,+,BraA02g36590R,AT3G62050,2,K,Bo2g136460,x
A02,25288881,25289237,+,BraA02g36840R,AT5G67110,2,K,NA,x
A02,25302644,25303305,NS,BraA02g36870R,AT1G17070,5,K,Bo5g023440,x
A02,25392191,25393657,+,BraA02g37000R,AT4G34131,1,K,Bo3g169090,x
A02,25518351,25519110,+,BraA02g37180R,AT5G42146,2,K,NA,x
A02,25524917,25527509,-,BraA02g37200R,AT3G25550,1,K,Bo2g137250,x
A02,25613215,25613897,+,BraA02g37340R,AT3G07470,4,K,Bo3g061270,x
A02,25613952,25614617,+,BraA02g37350R,AT3G07470,4,K,Bo3g061270,x
A02,25646189,25648595,+,BraA02g37390R,AT3G25540,2,NA,Bo2g138380,x
A02,25697978,25698786,-,BraA02g37490R,AT2G28910,3,L,Bo01765s020,x
A02,25883256,25886093,-,BraA02g37650R,AT1G28430,3,L,Bo2g138660,x
A02,26111527,26114968,+,BraA02g37930R,AT1G58260,3,L,Bo2g139090,x
A02,26137106,26137547,+,BraA02g37950R,AT2G02580,2,L,Bo2g139040,x
A02,26458774,26459520,+,BraA02g38460R,AT1G43600,3,L,Bo2g149250,x
A02,26547705,26548575,-,BraA02g38560R,AT1G48320,4,L,Bo5g072560,x
A02,26565285,26571223,-,BraA02g38590R,AT1G33390,1,L,Bo2g140590,x
A02,26623141,26625541,-,BraA02g38710R,AT2G46280,2,L,Bo2g141730,x
A02,26642832,26643737,NS,BraA02g38730R,AT5G56630,4,L,Bo9g126200,x
A02,26651490,26652406,+,BraA02g38760R,AT1G43600,3,L,Bo2g149250,x
A02,26987593,26989494,-,BraA02g39310R,AT2G03090,3,L,Bo2g136670,x
A02,27066306,27066893,-,BraA02g39520R,AT5G39440,3,L,NA,x
A02,27067397,27067705,-,BraA02g39530R,AT5G39440,3,L,Bo2g147700,x
A02,27093690,27095760,-,BraA02g39600R,AT3G12860,3,L,Bo2g147950,x
A02,27112766,27113695,+,BraA02g39660R,AT5G39280,3,L,Bo2g148030,x
A02,27118439,27119188,-,BraA02g39680R,AT2G47380,3,L,NA,x
A02,27119746,27120108,+,BraA02g39690R,AT4G16165,1,L,Bo2g148050,x
A02,27189165,27191288,+,BraA02g39790R,AT5G67360,6,L,Bo2g167970,x
A02,27217288,27220335,-,BraA02g39820R,AT5G28810,1,L,Bo9g171720,x
A02,27243851,27244628,-,BraA02g39860R,AT5G67080,2,L,Bo7g064080,x
A02,27257466,27258316,+,BraA02g39880R,AT5G39090,3,L,Bo2g149340,x
A02,27257615,27258958,+,BraA02g39890R,AT5G39090,3,L,Bo2g149340,x
A02,27467960,27471325,+,BraA02g40140R,AT4G03500,1,W,Bo2g149550,x
A02,27590518,27590928,+,BraA02g40340R,AT3G27360,1,W,Bo4g127240,x
A02,27642634,27643483,+,BraA02g40410R,AT3G04110,3,W,Bo8g065630,x
A02,27646217,27648376,+,BraA02g40420R,AT3G04110,3,W,Bo8g065630,x
A02,27657867,27658885,+,BraA02g40440R,AT3G07460,3,W,Bo2g149960,x
A02,27694507,27698503,+,BraA02g40550R,AT5G13930,6,W,Bo2g150170,x
A02,27728838,27730976,-,BraA02g40640R,AT5G44620,2,W,Bo2g150250,x
A02,27969856,27970939,-,BraA02g41050R,AT1G52300,5,W,Bo3g181070,x
A02,27970498,27974601,-,BraA02g41060R,AT1G52300,5,W,Bo3g181070,x
A02,28377227,28378349,+,BraA02g41690R,AT4G14960,1,Q,Bo6g019810,x
A02,28378380,28379141,+,BraA02g41700R,AT1G50010,5,Q,Bo6g019810,x
A02,28396928,28400571,-,BraA02g41730R,AT5G66890,1,Q,Bo2g155540,x
A02,28452584,28453952,-,BraA02g41810R,AT3G52530,1,Q,Bo8g092190,x
A02,28491262,28492747,+,BraA02g41890R,AT3G05870,4,Q,Bo2g155790,x
A02,28505692,28506798,-,BraA02g41920R,AT1G65330,2,Q,Bo2g155870,x
A02,28518688,28520041,-,BraA02g41940R,AT1G47600,4,Q,Bo2g156340,x
A02,28522130,28523281,-,BraA02g41950R,AT1G65330,2,Q,Bo2g155830,x
A02,28574169,28575864,+,BraA02g42070R,AT1G56070,4,Q,Bo2g156080,x
A02,28575876,28577174,+,BraA02g42080R,AT1G56070,4,Q,Bo2g156080,x
A02,28636616,28637715,+,BraA02g42220R,AT3G05936,2,Q,NA,x
A02,29061827,29065330,+,BraA02g42790R,AT3G26300,3,Q,Bo2g139020,x
A02,29297298,29300191,+,BraA02g43120R,AT1G59620,4,Q,Bo2g159490,x
A02,29300630,29305561,+,BraA02g43130R,AT1G37012,1,Q,Bo2g159490,x
A02,29305355,29306350,+,BraA02g43150R,AT1G59620,4,Q,Bo2g159490,x
A02,29306377,29307179,+,BraA02g43160R,AT1G58602,1,Q,Bo2g159490,x
A02,29333285,29335340,-,BraA02g43280R,AT2G01660,3,Q,Bo2g159530,x
A02,29336006,29344397,-,BraA02g43290R,AT2G01660,3,Q,Bo2g159570,x
A02,29350190,29354628,-,BraA02g43300R,AT1G27540,1,Q,Bo2g160610,x
A02,29801004,29803741,-,BraA02g43930R,AT5G65990,1,X,Bo2g161410,x
A02,30200815,30201118,-,BraA02g44470R,AT1G16040,2,X,Bo2g164060,x
A02,30230103,30235651,+,BraA02g44510R,AT3G47370,2,X,Bo9g014960,x
A02,30272001,30274212,+,BraA02g44580R,AT1G52370,1,X,Bo2g164170,x
A02,30291021,30291326,-,BraA02g44650R,AT2G26720,2,X,Bo4g170790,x
A02,30466718,30468653,+,BraA02g45000R,AT5G52975,4,X,Bo2g165720,x
A02,30587004,30588587,-,BraA02g45220R,AT3G27900,1,X,Bo2g165930,x
A02,30667330,30674206,-,BraA02g45400R,AT5G41770,4,X,Bo2g166120,x
A02,30750066,30751643,+,BraA02g45520R,AT5G61720,3,X,Bo2g166260,x
A02,30885906,30887512,-,BraA02g45740R,AT2G29180,1,X,NA,x
A02,30917307,30927560,+,BraA02g45790R,AT1G77080,2,X,Bo01054s030,x
A02,31073420,31074337,+,BraA02g46090R,AT1G65250,1,X,Bo4g154440,x
A02,31204255,31204869,-,BraA02g46200R,AT3G49760,3,X,Bo2g168170,x
A03,10039,22080,+,BraA03g01030R,AT5G37450,2,R,Bo3g001180,x
A03,482498,484378,-,BraA03g02120R,AT5G38440,2,R,Bo3g002460,x
A03,563388,563822,+,BraA03g02270R,AT5G17470,1,R,Bo00983s060,x
A03,720526,721678,-,BraA03g02590R,AT1G66240,3,R,Bo3g002930,x
A03,793413,794587,+,BraA03g02730R,AT2G25295,2,R,NA,x
A03,990866,991846,+,BraA03g03210R,AT5G43690,4,R,Bo3g003670,x
A03,997213,998814,+,BraA03g03230R,AT2G47990,1,R,Bo3g003720,x
A03,1002607,1004230,+,BraA03g03250R,AT5G43610,3,R,NA,x
A03,1074599,1091643,+,BraA03g03440R,AT5G03770,4,R,Bo3g003950,x
A03,1079739,1081740,+,BraA03g03450R,AT5G03770,4,R,Bo6g051360,x
A03,1082703,1083264,-,BraA03g03460R,AT3G13445,3,R,Bo3g003950,x
A03,1655359,1657194,+,BraA03g04590R,AT5G02930,2,R,Bo9g183270,x
A03,1725097,1725825,+,BraA03g04750R,AT5G39650,2,R,Bo3g005230,x
A03,1854232,1854486,-,BraA03g05060R,AT1G47530,2,R,Bo3g005570,x
A03,1856191,1859107,-,BraA03g05070R,AT5G44050,6,R,Bo3g005590,x
A03,1884447,1886875,-,BraA03g05150R,AT4G39580,2,R,Bo3g006660,x
A03,1957453,1960096,+,BraA03g05310R,AT5G01960,1,R,Bo3g006810,x
A03,1989999,1991366,+,BraA03g05380R,AT1G53530,2,R,Bo3g006910,x
A03,2019311,2028911,-,BraA03g05440R,AT5G11250,3,R,Bo3g006980,x
A03,2135880,2137484,-,BraA03g05620R,AT1G05890,2,R,Bo3g007230,x
A03,2300912,2302635,-,BraA03g05960R,AT4G22050,2,R,NA,x
A03,2304232,2305016,-,BraA03g05970R,AT4G22060,3,R,Bo8g087030,x
A03,2307099,2319553,-,BraA03g05980R,AT4G22060,3,R,Bo3g008730,x
A03,2410829,2412067,+,BraA03g06180R,AT2G14830,1,R,Bo3g008960,x
A03,2455400,2457061,+,BraA03g06280R,AT5G16640,3,R,Bo9g162980,x
A03,2570227,2571411,+,BraA03g06450R,AT3G55620,2,R,Bo3g009250,x
A03,2953536,2954459,+,BraA03g07430R,AT3G17152,3,R,Bo3g010350,x
A03,2959716,2969208,+,BraA03g07450R,AT4G22390,2,R,Bo3g010510,x
A03,2969456,2974135,+,BraA03g07460R,AT4G22390,2,R,Bo3g010510,x
A03,3042615,3044420,-,BraA03g07600R,AT1G49790,2,R,Bo3g010660,x
A03,3042627,3043173,+,BraA03g07610R,AT1G51360,3,R,Bo3g179660,x
A03,3177816,3178409,NS,BraA03g07940R,AT5G09640,4,R,Bo3g081400,x
A03,3237516,3240081,+,BraA03g08070R,AT2G20800,2,R,Bo3g012270,x
A03,3240530,3243989,+,BraA03g08080R,AT2G20790,1,R,Bo3g012280,x
A03,3380432,3382491,-,BraA03g08390R,AT4G38870,4,R,NA,x
A03,3382585,3386659,-,BraA03g08400R,AT4G38870,4,R,NA,x
A03,3423916,3424254,+,BraA03g08500R,AT1G76190,2,R,Bo7g003770,x
A03,3590260,3594029,+,BraA03g08790R,AT4G24840,3,R,Bo3g013080,x
A03,3646596,3649550,-,BraA03g08910R,AT1G30300,5,R,Bo5g062760,x
A03,3832332,3833456,+,BraA03g09300R,AT5G42330,1,R,NA,x
A03,3931813,3932740,+,BraA03g09520R,AT3G22320,3,R,Bo3g013860,x
A03,4566841,4568527,-,BraA03g10890R,AT4G07950,1,W,Bo3g017400,x
A03,4639065,4640018,-,BraA03g11060R,AT3G45630,2,W,Bo3g017550,x
A03,4678129,4678554,-,BraA03g11140R,AT5G22880,4,W,Bo3g017650,x
A03,4740886,4746679,-,BraA03g11310R,AT5G60180,4,W,Bo3g017990,x
A03,4792183,4795680,-,BraA03g11420R,AT3G47090,8,W,Bo3g018170,x
A03,4813332,4814126,+,BraA03g11480R,AT1G35440,1,W,Bo3g018270,x
A03,4856863,4860524,-,BraA03g11580R,AT2G14080,2,W,Bo3g018390,x
A03,4940429,4943455,+,BraA03g11800R,AT1G45191,1,W,Bo3g018620,x
A03,4944665,4947523,+,BraA03g11810R,AT4G22100,4,W,Bo3g018620,x
A03,4947697,4947903,-,BraA03g11820R,AT4G17565,3,W,NA,x
A03,4947946,4948806,-,BraA03g11830R,AT4G17565,3,W,Bo3g018640,x
A03,4952969,4954111,-,BraA03g11850R,AT2G05970,1,W,Bo3g018640,x
A03,4980567,4982304,-,BraA03g11910R,AT5G18770,2,W,Bo3g018700,x
A03,4984108,4984939,+,BraA03g11920R,AT5G37055,1,W,Bo9g135100,x
A03,5280883,5281678,NS,BraA03g12610R,AT5G56560,5,W,Bo2g034120,x
A03,5413842,5415824,+,BraA03g12870R,AT5G01550,4,W,Bo3g019740,x
A03,5621337,5623432,-,BraA03g13020R,AT3G44300,4,W,Bo4g173720,x
A03,5698766,5703616,-,BraA03g13190R,AT5G60740,1,W,Bo3g021180,x
A03,5792847,5795514,-,BraA03g13460R,AT2G30250,4,W,Bo3g021460,x
A03,5994514,5995311,-,BraA03g13920R,AT5G50030,3,W,Bo3g021970,x
A03,6190941,6192850,-,BraA03g14300R,AT1G51370,1,W,Bo3g022540,x
A03,6381327,6383761,+,BraA03g14550R,AT3G21900,2,W,Bo3g022910,x
A03,6392968,6393972,+,BraA03g14590R,AT5G02980,1,W,Bo3g022940,x
A03,6445831,6447318,-,BraA03g14680R,AT1G54400,1,W,Bo3g023020,x
A03,6484174,6487106,-,BraA03g14730R,AT2G25840,2,W,Bo3g023100,x
A03,6607453,6613589,+,BraA03g14960R,AT5G56810,2,W,Bo3g023440,x
A03,6665865,6667752,+,BraA03g15050R,AT1G62170,4,W,Bo3g023560,x
A03,6708286,6710191,-,BraA03g15120R,AT2G07360,3,W,Bo3g023580,x
A03,6708720,6718824,-,BraA03g15130R,AT2G07360,3,W,Bo3g023580,x
A03,6730328,6731531,-,BraA03g15180R,AT5G62300,4,W,Bo3g023640,x
A03,6749362,6750189,+,BraA03g15230R,AT5G59310,3,W,Bo3g023690,x
A03,6822909,6825021,-,BraA03g15360R,AT4G06634,2,W,Bo3g023850,x
A03,6964930,6967394,+,BraA03g15500R,AT5G42660,1,W,Bo3g024000,x
A03,7057155,7057868,-,BraA03g15650R,AT4G29033,1,NA,Bo3g024190,x
A03,7093167,7093784,+,BraA03g15690R,AT4G25490,2,J,Bo3g024240,x
A03,7103731,7109471,+,BraA03g15700R,AT5G10140,4,J,Bo3g005470,x
A03,7172332,7172830,-,BraA03g15800R,AT5G23212,5,J,NA,x
A03,7176210,7177200,+,BraA03g15810R,AT2G41910,3,J,Bo3g024620,x
A03,7179683,7180110,-,BraA03g15820R,AT5G23212,5,J,NA,x
A03,7246125,7247536,+,BraA03g15970R,AT2G43590,4,J,Bo3g024590,x
A03,7259582,7260577,-,BraA03g16010R,AT2G41910,3,J,Bo3g024620,x
A03,7368190,7373831,+,BraA03g16220R,AT2G28210,3,J,Bo3g024890,x
A03,7390362,7393425,-,BraA03g16250R,AT5G28540,2,J,Bo3g024930,x
A03,7466978,7470025,-,BraA03g16370R,AT3G01610,3,J,Bo3g025130,x
A03,7522738,7523100,-,BraA03g16520R,AT2G25735,1,J,NA,x
A03,7535199,7538279,+,BraA03g16540R,AT5G18360,3,J,Bo9g159620,x
A03,7538689,7540339,+,BraA03g16550R,AT3G53870,2,J,Bo3g025300,x
A03,7553051,7554901,+,BraA03g16580R,AT2G24645,3,J,Bo3g025330,x
A03,7563263,7564994,+,BraA03g16610R,AT1G66620,3,J,Bo6g109230,x
A03,7831534,7832098,-,BraA03g17190R,AT3G10240,3,J,Bo3g026920,x
A03,7865413,7866732,-,BraA03g17250R,AT2G25450,1,J,Bo4g173560,x
A03,7869048,7870498,-,BraA03g17260R,AT5G56390,1,J,Bo2g034330,x
A03,7973814,7976201,-,BraA03g17500R,AT1G20240,2,J,NA,x
A03,8042195,8046098,-,BraA03g17660R,AT5G57350,3,J,Bo8g081750,x
A03,8058623,8060392,-,BraA03g17700R,AT4G29260,4,J,Bo3g178190,x
A03,8108491,8111676,+,BraA03g17780R,AT1G66210,2,J,Bo3g027610,x
A03,8129309,8134177,-,BraA03g17820R,AT1G29370,2,J,Bo4g182460,x
A03,8221503,8222876,-,BraA03g18000R,AT4G14590,2,J,Bo3g027830,x
A03,8356732,8358204,-,BraA03g18210R,AT2G43590,4,J,Bo3g028270,x
A03,8405967,8407030,-,BraA03g18300R,AT1G61840,3,J,Bo3g028410,x
A03,8407414,8407826,-,BraA03g18310R,AT1G61840,3,J,Bo3g028410,x
A03,8448000,8451350,+,BraA03g18420R,AT1G11300,5,J,Bo3g028570,x
A03,8472687,8473769,+,BraA03g18470R,AT3G16580,4,J,Bo3g028630,x
A03,8480782,8481906,+,BraA03g18500R,AT3G16580,4,J,Bo3g028650,x
A03,8605612,8607483,+,BraA03g18710R,AT2G48010,1,J,Bo3g030070,x
A03,8687384,8687911,-,BraA03g18820R,AT3G27840,1,J,Bo3g030230,x
A03,8688797,8690533,+,BraA03g18830R,AT3G53000,3,J,Bo3g030240,x
A03,8869958,8872807,+,BraA03g19110R,AT5G28540,2,J,Bo3g031630,x
A03,8933615,8933926,-,BraA03g19230R,AT3G53730,2,J,Bo5g008410,x
A03,9094250,9095629,+,BraA03g19570R,AT5G47880,5,J,Bo7g088910,x
A03,9102618,9108353,+,BraA03g19590R,AT1G28350,3,J,Bo7g048210,x
A03,9122886,9124739,-,BraA03g19610R,AT5G47880,5,J,Bo7g088910,x
A03,9193783,9200358,+,BraA03g19710R,AT5G55480,4,J,Bo3g032280,x
A03,9225323,9228695,+,BraA03g19750R,AT3G51770,4,J,Bo3g032330,x
A03,9338620,9342711,+,BraA03g19990R,AT2G27320,2,J,Bo3g032640,x
A03,9375467,9377665,-,BraA03g20060R,AT1G48660,3,J,Bo4g164910,x
A03,9397492,9400460,+,BraA03g20130R,AT1G61000,1,J,Bo3g032800,x
A03,9420334,9422629,+,BraA03g20210R,AT3G54620,3,J,Bo3g032910,x
A03,9636167,9637852,-,BraA03g20510R,AT4G38180,2,J,NA,x
A03,9637950,9638379,-,BraA03g20520R,AT4G38180,2,J,NA,x
A03,9710377,9711039,-,BraA03g20680R,AT4G03160,1,J,Bo3g034450,x
A03,9783153,9785600,+,BraA03g20830R,AT2G38120,4,J,Bo3g034630,x
A03,9859493,9861949,+,BraA03g21000R,AT3G03360,1,J,Bo3g034780,x
A03,9933480,9934335,-,BraA03g21120R,AT2G05330,1,J,Bo3g034930,x
A03,10291946,10292242,-,BraA03g21840R,AT5G42290,1,J,NA,x
A03,10454118,10454468,+,BraA03g22160R,AT4G12530,1,J,Bo3g045810,x
A03,10498872,10501806,+,BraA03g22250R,AT5G01020,1,J,Bo3g036460,x
A03,10722116,10723921,+,BraA03g22660R,AT5G34930,1,J,Bo3g037020,x
A03,10861397,10865397,-,BraA03g23000R,AT3G60320,4,J,Bo3g037440,x
A03,10898790,10902296,-,BraA03g23080R,AT2G40360,2,J,Bo3g037550,x
A03,10980443,10983323,-,BraA03g23240R,AT4G17910,1,J,Bo3g037730,x
A03,10985959,10986577,+,BraA03g23250R,AT2G23148,2,J,Bo10975s010,x
A03,11107658,11109819,-,BraA03g23510R,AT1G01680,2,J,Bo3g039080,x
A03,11111701,11113419,+,BraA03g23520R,AT1G14620,2,J,Bo3g039090,x
A03,11171453,11172469,+,BraA03g23640R,AT5G37890,4,J,Bo3g039280,x
A03,11234053,11235652,+,BraA03g23780R,AT2G47110,1,J,Bo8g073810,x
A03,11235104,11237279,-,BraA03g23790R,AT2G47115,1,J,Bo8g073810,x
A03,11259839,11264631,-,BraA03g23850R,AT2G47250,1,J,Bo8g097750,x
A03,11322784,11325305,-,BraA03g23960R,AT2G47650,1,J,Bo6g079640,x
A03,11450587,11450811,-,BraA03g24200R,AT1G07795,3,I,NA,x
A03,11493159,11494842,-,BraA03g24280R,AT5G54550,2,I,Bo3g040120,x
A03,11495632,11497179,-,BraA03g24290R,AT5G54550,2,I,Bo3g040150,x
A03,11509044,11510414,+,BraA03g24300R,AT2G03020,1,I,NA,x
A03,11633916,11634538,+,BraA03g24470R,AT2G26130,2,I,Bo3g040420,x
A03,11685521,11686717,-,BraA03g24570R,AT1G46840,3,I,Bo3g040540,x
A03,11703354,11705350,-,BraA03g24620R,AT5G37290,1,I,Bo3g040600,x
A03,11712158,11715335,-,BraA03g24640R,AT5G22110,1,I,Bo3g040620,x
A03,11767502,11769144,-,BraA03g24730R,AT5G58784,3,I,Bo3g041720,x
A03,11822421,11824336,+,BraA03g24840R,AT2G26660,1,I,Bo3g041850,x
A03,11841768,11842785,+,BraA03g24870R,AT4G02300,3,I,Bo5g130430,x
A03,11853478,11857266,+,BraA03g24900R,AT2G26510,1,I,Bo3g041910,x
A03,11865969,11866883,+,BraA03g24910R,AT2G26530,1,I,Bo3g041920,x
A03,11884016,11887880,-,BraA03g24960R,AT2G26860,4,I,Bo8g089900,x
A03,11967057,11968557,+,BraA03g25080R,AT4G00040,2,I,Bo3g042110,x
A03,11976678,11983877,-,BraA03g25110R,AT4G00060,1,I,Bo3g042130,x
A03,11986005,11986628,+,BraA03g25120R,AT4G00080,2,I,Bo3g042150,x
A03,11988603,11993786,+,BraA03g25130R,AT2G24650,3,I,Bo3g042160,x
A03,11995980,12001088,+,BraA03g25140R,AT2G24650,3,I,Bo8g099680,x
A03,12005333,12007870,-,BraA03g25160R,AT5G19520,4,I,Bo3g013720,x
A03,12012931,12013644,-,BraA03g25180R,AT3G63540,1,I,Bo3g042190,x
A03,12073332,12078281,-,BraA03g25320R,AT2G26560,1,I,Bo3g042350,x
A03,12128721,12130405,+,BraA03g25420R,AT2G41990,1,I,NA,x
A03,12131205,12132139,-,BraA03g25430R,AT2G23240,1,I,Bo3g042480,x
A03,12133360,12134571,-,BraA03g25440R,AT2G42005,1,I,Bo3g042490,x
A03,12135062,12135814,NS,BraA03g25450R,NS,0,I,NA,x
A03,12317159,12321050,+,BraA03g25760R,AT5G60160,2,W,Bo3g042840,x
A03,12318934,12321444,+,BraA03g25770R,AT5G60160,2,W,Bo3g042840,x
A03,12355029,12356891,-,BraA03g25850R,AT3G12350,1,P,Bo3g042980,x
A03,12446086,12447947,+,BraA03g25990R,AT3G20380,1,P,Bo4g151820,x
A03,12512629,12513750,+,BraA03g26100R,AT5G19900,4,P,NA,x
A03,12529535,12530383,-,BraA03g26150R,AT4G22180,2,P,Bo2g014020,x
A03,12532210,12533924,-,BraA03g26160R,AT3G48290,3,P,Bo3g113580,x
A03,12593794,12594504,+,BraA03g26280R,AT1G43600,3,P,Bo3g046950,x
A03,12598103,12598465,-,BraA03g26300R,AT5G52975,4,P,Bo3g046930,x
A03,12665177,12674678,+,BraA03g26470R,AT1G34300,4,P,Bo3g044330,x
A03,12667002,12674355,+,BraA03g26480R,AT1G34300,4,P,Bo3g044330,x
A03,12678336,12680080,+,BraA03g26490R,AT2G04910,2,P,Bo3g044340,x
A03,12682402,12685648,-,BraA03g26510R,AT2G04910,2,P,Bo3g044340,x
A03,12700638,12704185,-,BraA03g26570R,AT1G34120,2,P,Bo3g044410,x
A03,12727406,12728062,-,BraA03g26630R,AT5G04350,3,P,Bo3g044490,x
A03,12754531,12760744,+,BraA03g26680R,AT5G54620,3,P,Bo9g117530,x
A03,12868518,12872015,+,BraA03g26900R,AT4G24140,2,P,Bo3g044880,x
A03,12880229,12882051,+,BraA03g26920R,AT4G30570,3,P,Bo3g044900,x
A03,12892647,12894581,-,BraA03g26960R,AT4G05490,2,P,Bo3g044940,x
A03,12911014,12914356,+,BraA03g27000R,AT2G24210,2,P,Bo3g044990,x
