Accession,Gene Length (bp)
BraA01g12850R,1424
BraA01g12860R,537
BraA01g12870R,1316
BraA01g12880R,511
BraA01g12890R,976
BraA01g12900R,501
BraA01g12910R,2261
BraA01g12920R,21747
BraA01g12930R,339
BraA01g12940R,2214
BraA01g12950R,2322
BraA01g12960R,4485
BraA01g12970R,4027
BraA01g12980R,870
BraA01g12990R,614
BraA01g13000R,380
BraA01g13010R,216
BraA01g13020R,491
BraA01g13030R,734
BraA01g13040R,348
BraA01g13050R,1715
BraA01g13060R,1489
BraA01g13070R,5734
BraA01g13080R,2497
BraA01g13090R,1253
BraA01g13100R,4942
BraA01g13110R,464
BraA01g13120R,2094
BraA01g13130R,10459
BraA01g13140R,1183
BraA01g13150R,566
BraA01g13160R,2246
BraA01g13170R,11872
BraA01g13180R,1937
BraA01g13190R,7668
BraA01g13200R,1367
BraA01g13210R,2811
BraA01g13220R,1935
BraA01g13230R,4326
BraA01g13240R,310
BraA01g13250R,2090
BraA01g13260R,987
BraA01g13270R,2258
BraA01g13280R,5176
BraA01g13290R,2862
BraA01g13300R,1097
BraA01g13310R,1757
BraA01g13320R,3381
BraA01g13330R,219
BraA01g13340R,796
BraA01g13350R,4509
BraA01g13360R,2187
BraA01g13370R,1548
BraA01g13380R,2582
BraA01g13390R,7030
BraA01g13400R,3732
BraA01g13410R,225
BraA01g13420R,5444
BraA01g13430R,7164
BraA01g13440R,512
BraA01g13450R,4817
BraA01g13460R,4945
BraA01g13470R,2178
BraA01g13480R,408
BraA01g13490R,414
BraA01g13500R,2842
BraA01g13510R,1202
BraA01g13520R,1810
BraA01g13530R,660
BraA01g13540R,752
BraA01g13550R,12780
BraA01g13560R,1816
BraA01g13570R,661
BraA01g13580R,814
BraA01g13590R,3507
BraA01g13600R,3636
BraA01g13610R,855
BraA01g13620R,3159
BraA01g13630R,1443
BraA01g13640R,1859
BraA01g13650R,4488
BraA01g13660R,968
BraA01g13670R,2317
BraA01g13680R,564
BraA01g13690R,2681
BraA01g13700R,375
BraA01g13710R,7353
BraA01g13720R,435
BraA01g13730R,5490
BraA01g13740R,2709
BraA01g13750R,16905
BraA01g13760R,1611
BraA01g13770R,2563
BraA01g13780R,381
BraA01g13790R,5272
BraA01g13800R,5251
BraA01g13810R,1422
BraA01g13820R,3642
BraA01g13830R,1174
BraA01g13840R,1434
BraA01g13850R,2023
BraA01g13860R,2246
BraA01g13870R,7005
BraA01g13880R,10553
BraA01g13890R,1557
BraA01g13900R,1139
BraA01g13910R,1449
BraA01g13920R,3634
BraA01g13930R,2462
BraA01g13940R,789
BraA01g13950R,1148
BraA01g13960R,3658
BraA01g13970R,6460
BraA01g13980R,2391
BraA01g13990R,791
BraA01g14000R,1593
BraA01g14010R,2391
BraA01g14020R,4738
BraA01g14030R,490
BraA01g14040R,1150
BraA01g14050R,3714
BraA01g14060R,3487
BraA01g14070R,3221
BraA01g14080R,1452
BraA01g14090R,2541
BraA01g14100R,9356
BraA01g14110R,3145
BraA01g14120R,10904
BraA01g14130R,891
BraA01g14140R,8719
BraA01g14150R,555
BraA01g14160R,2161
BraA01g14170R,3658
BraA01g14180R,1032
BraA01g14190R,9095
BraA01g14200R,1484
BraA01g14210R,10008
BraA01g14220R,23786
BraA01g14230R,2887
BraA01g14240R,294
BraA01g14250R,2310
BraA01g14260R,5145
BraA01g14270R,408
BraA01g14280R,4015
BraA01g14290R,2743
BraA01g14300R,2164
BraA01g14310R,2502
BraA01g14320R,5156
BraA01g14330R,716
BraA01g14340R,746
BraA01g14350R,5467
BraA01g14360R,884
BraA01g14370R,1522
BraA01g14380R,398
BraA01g14390R,9238
BraA01g14400R,6789
BraA01g14410R,660
BraA01g14420R,249
BraA01g14430R,8059
BraA01g14440R,2822
BraA01g14450R,1329
BraA01g14460R,3595
BraA01g14470R,2626
BraA01g14480R,4616
BraA01g14490R,571
BraA01g14500R,424
BraA01g14510R,435
BraA01g14520R,1955
BraA01g14530R,6191
BraA01g14540R,659
BraA01g14550R,1986
BraA01g14560R,213
BraA01g14570R,1294
BraA01g14580R,2428
BraA01g14590R,434
BraA01g14600R,300
BraA01g14610R,1949
BraA01g14620R,1226
BraA01g14630R,2276
BraA01g14640R,1698
BraA01g14650R,2057
BraA01g14660R,1984
BraA01g14670R,3138
BraA01g14680R,1172
BraA01g14690R,1724
BraA01g14700R,2776
BraA01g14710R,827
BraA01g14720R,231
BraA01g14730R,8553
BraA01g14740R,1597
BraA01g14750R,2360
BraA01g14760R,579
BraA01g14770R,864
BraA01g14780R,2660
BraA01g14790R,2459
BraA01g14800R,2127
BraA01g14810R,1977
BraA01g14820R,997
BraA01g14830R,222
BraA01g14840R,225
BraA01g14850R,2520
BraA01g14860R,5561
BraA01g14870R,1714
BraA01g14880R,5153
BraA01g14890R,2907
BraA01g14900R,4170
BraA01g14910R,705
BraA01g14920R,1959
BraA01g14930R,1284
BraA01g14940R,804
BraA01g14950R,2347
BraA01g14960R,4943
BraA01g14970R,1402
BraA01g14980R,4230
BraA01g14990R,326
BraA01g15000R,395
BraA01g15010R,946
BraA01g15020R,2829
BraA01g15030R,2534
BraA01g15040R,600
BraA01g15050R,1403
BraA01g15060R,1355
BraA01g15070R,1812
BraA01g15080R,1341
BraA01g15090R,2246
BraA01g15100R,504
BraA01g15110R,795
BraA01g15120R,751
BraA01g15130R,1054
BraA01g15140R,4646
BraA01g15150R,828
BraA01g15160R,582
BraA01g15170R,3536
BraA01g15180R,1509
BraA01g15190R,9508
BraA01g15200R,2410
BraA01g15210R,1968
BraA01g15220R,1192
BraA01g15230R,408
BraA01g15240R,1212
BraA01g15250R,646
BraA01g15260R,1370
BraA01g15270R,2244
BraA01g15280R,1486
BraA01g15290R,1263
BraA01g15300R,669
BraA01g15310R,726
BraA01g15320R,219
BraA01g15330R,3360
BraA01g15340R,10092
BraA01g15350R,4322
BraA01g15360R,2522
BraA01g15370R,991
BraA01g15380R,903
BraA01g15390R,755
BraA01g15400R,883
BraA01g15410R,1563
BraA01g15420R,3008
BraA01g15430R,1166
BraA01g15440R,903
BraA01g15450R,249
BraA01g15460R,4612
BraA01g15470R,1709
BraA01g15480R,333
BraA01g15490R,1846
BraA01g15500R,726
BraA01g15510R,4341
BraA01g15520R,3682
BraA01g15530R,2656
BraA01g15540R,2422
BraA01g15550R,1984
BraA01g15560R,2500
BraA01g15570R,3125
BraA01g15580R,1016
BraA01g15590R,691
BraA01g15600R,2891
BraA01g15610R,4268
BraA01g15620R,243
BraA01g15630R,1471
BraA01g15640R,5745
BraA01g15650R,4155
BraA01g15660R,3656
BraA01g15670R,718
BraA01g15680R,1910
BraA01g15690R,1829
BraA01g15700R,2761
BraA01g15710R,1770
BraA01g15720R,287
BraA01g15730R,1603
BraA01g15740R,1801
BraA01g15750R,846
BraA01g15760R,3932
BraA01g15770R,1361
BraA01g15780R,903
BraA01g15790R,3573
BraA01g15800R,2802
BraA01g15810R,3937
BraA01g15820R,1057
BraA01g15830R,1959
BraA01g15840R,9432
BraA01g15850R,16276
BraA01g15860R,395
BraA01g15870R,3912
BraA01g15880R,693
BraA01g15890R,972
BraA01g15900R,445
BraA01g15910R,1406
BraA01g15920R,1901
BraA01g15930R,1221
BraA01g15940R,2203
BraA01g15950R,2075
BraA01g15960R,3228
BraA01g15970R,1185
BraA01g15980R,2560
BraA01g15990R,2917
BraA01g16000R,1819
BraA01g16010R,1965
BraA01g16020R,4268
BraA01g16030R,2190
BraA01g16040R,323
BraA01g16050R,924
BraA01g16060R,4317
BraA01g16070R,1206
BraA01g16080R,852
BraA01g16090R,1256
BraA01g16100R,3676
BraA01g16110R,1686
BraA01g16120R,2495
BraA01g16130R,1654
BraA01g16140R,297
BraA01g16150R,2808
BraA01g16160R,3684
BraA01g16170R,2061
BraA01g16180R,3703
BraA01g16190R,2192
BraA01g16200R,911
BraA01g16210R,329
BraA01g16220R,2091
BraA01g16230R,4709
BraA01g16240R,1028
BraA01g16250R,753
BraA01g16260R,2651
BraA01g16270R,4307
BraA01g16280R,1941
BraA01g16290R,923
BraA01g16300R,1605
BraA01g16310R,264
BraA01g16320R,3139
BraA01g16330R,1147
BraA01g16340R,520
BraA01g16350R,2711
BraA01g16360R,1381
BraA01g16370R,2924
BraA01g16380R,2785
BraA01g16390R,5075
BraA01g16400R,4279
BraA01g16410R,2947
BraA01g16420R,3015
BraA01g16430R,4725
BraA01g16440R,1188
BraA01g16450R,5330
BraA01g16460R,1052
BraA01g16470R,1378
BraA01g16480R,492
BraA01g16490R,429
BraA01g16500R,396
BraA01g16510R,231
BraA01g16520R,793
BraA01g16530R,1933
BraA01g16540R,3630
BraA01g16550R,1662
BraA01g16560R,1153
BraA01g16570R,467
BraA01g16580R,3728
BraA01g16590R,2674
BraA01g16600R,2014
BraA01g16610R,840
BraA01g16620R,13279
BraA01g16630R,973
BraA01g16640R,1065
BraA01g16650R,599
BraA01g16660R,1418
BraA01g16670R,608
BraA01g16680R,1083
BraA01g16690R,1512
BraA01g16700R,1047
BraA01g16710R,1952
BraA01g16720R,1332
BraA01g16730R,402
BraA01g16740R,1240
BraA01g16750R,2471
BraA01g16760R,3738
BraA01g16770R,2430
BraA01g16780R,2196
BraA01g16790R,441
BraA01g16800R,669
BraA01g16810R,2484
BraA01g16820R,1677
BraA01g16830R,3569
BraA01g16840R,2177
BraA01g16850R,3378
BraA01g16860R,1008
BraA01g16870R,380
BraA01g16880R,3843
BraA01g16890R,1621
BraA01g16900R,1539
BraA01g16910R,2183
BraA01g16920R,5153
BraA01g16930R,2092
BraA01g16940R,2869
BraA01g16950R,881
BraA01g16960R,4924
BraA01g16970R,1020
BraA01g16980R,1957
BraA01g16990R,721
BraA01g17000R,693
BraA01g17010R,3183
BraA01g17020R,1215
BraA01g17030R,894
BraA01g17040R,1962
BraA01g17050R,1690
BraA01g17060R,348
BraA01g17070R,14604
BraA01g17080R,2275
BraA01g17090R,4229
BraA01g17100R,3959
BraA01g17110R,6344
BraA01g17120R,1064
BraA01g17130R,901
BraA01g17140R,1715
BraA01g17150R,1451
BraA01g17160R,3067
BraA01g17170R,661
BraA01g17180R,3628
BraA01g17190R,885
BraA01g17200R,1016
BraA01g17210R,1044
BraA01g17220R,1068
BraA01g17230R,1024
BraA01g17240R,1508
BraA01g17250R,576
BraA01g17260R,4256
BraA01g17270R,1920
BraA01g17280R,1411
BraA01g17290R,1235
BraA01g17300R,303
BraA01g17310R,742
BraA01g17320R,180
BraA01g17330R,1901
BraA01g17340R,1449
BraA01g17350R,2946
BraA01g17360R,2091
BraA01g17370R,342
BraA01g17380R,7205
BraA01g17390R,771
BraA01g17400R,3985
BraA01g17410R,4682
BraA01g17420R,2360
BraA01g17430R,1407
BraA01g17440R,4095
BraA01g17450R,354
BraA01g17460R,1344
BraA01g17470R,2427
BraA01g17480R,4062
BraA01g17490R,1735
BraA01g17500R,2172
BraA01g17510R,957
BraA01g17520R,723
BraA01g17530R,6301
BraA01g17540R,2200
BraA01g17550R,1083
BraA01g17560R,1270
BraA01g17570R,3280
BraA01g17580R,998
BraA01g17590R,1046
BraA01g17600R,2245
BraA01g17610R,3022
BraA01g17620R,837
BraA01g17630R,6519
BraA01g17640R,4565
BraA01g17650R,1402
BraA01g17660R,2618
BraA01g17670R,2362
BraA01g17680R,806
BraA01g17690R,1413
BraA01g17700R,2013
BraA01g17710R,2700
BraA01g17720R,2298
BraA01g17730R,1048
BraA01g17740R,1403
BraA01g17750R,2487
BraA01g17760R,6808
BraA01g17770R,4403
BraA01g17780R,421
BraA01g17790R,4416
BraA01g17800R,2945
BraA01g17810R,5641
BraA01g17820R,8229
BraA01g17830R,1330
BraA01g17840R,1380
BraA01g17850R,2268
BraA01g17860R,4224
BraA01g17870R,2257
BraA01g17880R,5565
BraA01g17890R,1137
BraA01g17900R,1916
BraA01g17910R,4574
BraA01g17920R,1332
BraA01g17930R,1299
BraA01g17940R,2409
BraA01g17950R,2229
BraA01g17960R,2452
BraA01g17970R,1410
BraA01g17980R,1377
BraA01g17990R,3476
BraA01g18000R,1904
BraA01g18010R,1965
BraA01g18020R,1312
BraA01g18030R,1681
BraA01g18040R,1926
BraA01g18050R,2879
BraA01g18060R,3528
BraA01g18070R,962
BraA01g18080R,2469
BraA01g18090R,1015
BraA01g18100R,4913
BraA01g18110R,847
BraA01g18120R,1437
BraA01g18130R,534
BraA01g18140R,3954
BraA01g18150R,3069
BraA01g18160R,2097
BraA01g18170R,2088
BraA01g18180R,2057
BraA01g18190R,1406
BraA01g18200R,6959
BraA01g18210R,9057
BraA01g18220R,1619
BraA01g18230R,11941
BraA01g18240R,4550
BraA01g18250R,2032
BraA01g18260R,961
BraA01g18270R,321
BraA01g18280R,2624
BraA01g18290R,2420
BraA01g18300R,2019
BraA01g18310R,2098
BraA01g18320R,642
BraA01g18330R,4314
BraA01g18340R,522
BraA01g18350R,456
BraA01g18360R,2362
BraA01g18370R,1008
BraA01g18380R,1794
BraA01g18390R,569
BraA01g18400R,594
BraA01g18410R,1750
BraA01g18420R,318
BraA01g18430R,466
BraA01g18440R,750
BraA01g18450R,3049
BraA01g18460R,4513
BraA01g18470R,1659
BraA01g18480R,599
BraA01g18490R,354
BraA01g18500R,1925
BraA01g18510R,1946
BraA01g18520R,1823
BraA01g18530R,3980
BraA01g18540R,538
BraA01g18550R,1260
BraA01g18560R,10099
BraA01g18570R,1434
BraA01g18580R,3411
BraA01g18590R,1686
BraA01g18600R,2305
BraA01g18610R,970
BraA01g18620R,1625
BraA01g18630R,2138
BraA01g18640R,579
BraA01g18650R,1532
BraA01g18660R,911
BraA01g18670R,5652
BraA01g18680R,3380
BraA01g18690R,4837
BraA01g18700R,3404
BraA01g18710R,461
BraA01g18720R,2076
BraA01g18730R,538
BraA01g18740R,2399
BraA01g18750R,3695
BraA01g18760R,5317
BraA01g18770R,1429
BraA01g18780R,2699
BraA01g18790R,408
BraA01g18800R,1578
BraA01g18810R,2407
BraA01g18820R,1762
BraA01g18830R,6432
BraA01g18840R,1467
BraA01g18850R,1402
BraA01g18860R,806
BraA01g18870R,498
BraA01g18880R,1044
BraA01g18890R,969
BraA01g18900R,3095
BraA01g18910R,2144
BraA01g18920R,3054
BraA01g18930R,7393
BraA01g18940R,2650
BraA01g18950R,1319
BraA01g18960R,739
BraA01g18970R,2167
BraA01g18980R,952
BraA01g18990R,815
BraA01g19000R,582
BraA01g19010R,845
BraA01g19020R,1827
BraA01g19030R,9202
BraA01g19040R,621
BraA01g19050R,2441
BraA01g19060R,726
BraA01g19070R,1872
BraA01g19080R,788
BraA01g19090R,198
BraA01g19100R,1459
BraA01g19110R,7432
BraA01g19120R,3476
BraA01g19130R,210
BraA01g19140R,396
BraA01g19150R,225
BraA01g19160R,340
BraA01g19170R,606
BraA01g19180R,6066
BraA01g19190R,1137
BraA01g19200R,2428
BraA01g19210R,400
BraA01g19220R,1112
BraA01g19230R,637
BraA01g19240R,325
BraA01g19250R,234
BraA01g19260R,476
BraA01g19270R,300
BraA01g19280R,300
BraA01g19290R,289
BraA01g19300R,300
BraA01g19310R,921
BraA01g19320R,1842
BraA01g19330R,1508
BraA01g19340R,499
BraA01g19350R,870
BraA01g19360R,1866
BraA01g19370R,527
BraA01g19380R,2684
BraA01g19390R,591
BraA01g19400R,899
BraA01g19410R,2201
BraA01g19420R,12560
BraA01g19430R,1077
BraA01g19440R,3286
BraA01g19450R,1068
BraA01g19460R,3539
BraA01g19470R,6164
BraA01g19480R,1063
BraA01g19490R,306
BraA01g19500R,1024
BraA01g19510R,3445
BraA01g19520R,2930
BraA01g19530R,2635
BraA01g19540R,1260
BraA01g19550R,2245
BraA01g19560R,735
BraA01g19570R,695
BraA01g19580R,471
BraA01g19590R,571
BraA01g19600R,386
BraA01g19610R,604
BraA01g19620R,612
BraA01g19630R,5603
BraA01g19640R,1064
BraA01g19650R,5359
BraA01g19660R,534
BraA01g19670R,4733
BraA01g19680R,5614
BraA01g19690R,7805
BraA01g19700R,2749
BraA01g19710R,1882
BraA01g19720R,13685
BraA01g19730R,228
BraA01g19740R,12136
BraA01g19750R,1188
BraA01g19760R,3015
BraA01g19770R,2733
BraA01g19780R,536
BraA01g19790R,1679
BraA01g19800R,1186
BraA01g19810R,1668
BraA01g19820R,2150
BraA01g19830R,1311
BraA01g19840R,555
BraA01g19850R,3233
BraA01g19860R,600
BraA01g19870R,2385
BraA01g19880R,512
BraA01g19890R,3770
BraA01g19900R,2152
BraA01g19910R,6409
BraA01g19920R,2022
BraA01g19930R,4494
BraA01g19940R,2158
BraA01g19950R,989
BraA01g19960R,2030
BraA01g19970R,1701
BraA01g19980R,3035
BraA01g19990R,1330
BraA01g20000R,1293
BraA01g20010R,2449
BraA01g20020R,7143
BraA01g20030R,1349
BraA01g20040R,4210
BraA01g20050R,7806
BraA01g20060R,2554
BraA01g20070R,5402
BraA01g20080R,5653
BraA01g20090R,6488
BraA01g20100R,1491
BraA01g20110R,763
BraA01g20120R,8986
BraA01g20130R,6477
BraA01g20140R,1395
BraA01g20150R,6207
BraA01g20160R,2879
BraA01g20170R,3661
BraA01g20180R,2134
BraA01g20190R,1832
BraA01g20200R,737
BraA01g20210R,2860
BraA01g20220R,774
BraA01g20230R,372
BraA01g20240R,362
BraA01g20250R,400
BraA01g20260R,1382
BraA01g20270R,2918
BraA01g20280R,290
BraA01g20290R,1392
BraA01g20300R,452
BraA01g20310R,289
BraA01g20320R,1167
BraA01g20330R,2768
BraA01g20340R,4528
BraA01g20350R,1064
BraA01g20360R,989
BraA01g20370R,1539
BraA01g20380R,3987
BraA01g20390R,1904
BraA01g20400R,482
BraA01g20410R,3657
BraA01g20420R,675
BraA01g20430R,2637
BraA01g20440R,2034
BraA01g20450R,4375
BraA01g20460R,2700
BraA01g20470R,1937
BraA01g20480R,1662
BraA01g20490R,1617
BraA01g20500R,2637
BraA01g20510R,2377
BraA01g20520R,1499
BraA01g20530R,2935
BraA01g20540R,7901
BraA01g20550R,3165
BraA01g20560R,662
BraA01g20570R,354
BraA01g20580R,1068
BraA01g20590R,2391
BraA01g20600R,725
BraA01g20610R,336
BraA01g20620R,2213
BraA01g20630R,1597
BraA01g20640R,298
BraA01g20650R,1774
BraA01g20660R,1454
BraA01g20670R,1870
BraA01g20680R,329
BraA01g20690R,4104
BraA01g20700R,528
BraA01g20710R,2495
BraA01g20720R,2195
BraA01g20730R,2687
BraA01g20740R,782
BraA01g20750R,2340
BraA01g20760R,1670
BraA01g20770R,3272
BraA01g20780R,366
BraA01g20790R,4400
BraA01g20800R,2096
BraA01g20810R,1786
BraA01g20820R,2067
BraA01g20830R,533
BraA01g20840R,1413
BraA01g20850R,5734
BraA01g20860R,2280
BraA01g20870R,1469
BraA01g20880R,4653
BraA01g20890R,16705
BraA01g20900R,4004
BraA01g20910R,16559
BraA01g20920R,1966
BraA01g20930R,2017
BraA01g20940R,4177
BraA01g20950R,447
BraA01g20960R,231
BraA01g20970R,1951
BraA01g20980R,2174
BraA01g20990R,3368
BraA01g21000R,2140
BraA01g21010R,640
BraA01g21020R,1011
BraA01g21030R,2532
BraA01g21040R,1615
BraA01g21050R,4691
BraA01g21060R,3563
BraA01g21070R,3357
BraA01g21080R,1893
BraA01g21090R,911
BraA01g21100R,711
BraA01g21110R,3056
BraA01g21120R,4151
BraA01g21130R,360
BraA01g21140R,1352
BraA01g21150R,2254
BraA01g21160R,3790
BraA01g21170R,5432
BraA01g21180R,429
BraA01g21190R,2237
BraA01g21200R,2828
BraA01g21210R,744
BraA01g21220R,1524
BraA01g21230R,316
BraA01g21240R,560
BraA01g21250R,310
BraA01g21260R,574
BraA01g21270R,316
BraA01g21280R,316
BraA01g21290R,572
BraA01g21300R,575
BraA01g21310R,316
BraA01g21320R,599
BraA01g21330R,316
BraA01g21340R,316
BraA01g21350R,574
BraA01g21360R,1322
BraA01g21370R,562
BraA01g21380R,808
BraA01g21390R,1970
BraA01g21400R,7141
BraA01g21410R,2785
BraA01g21420R,3930
BraA01g21430R,2507
BraA01g21440R,510
BraA01g21450R,608
BraA01g21460R,985
BraA01g21470R,3097
BraA01g21480R,362
BraA01g21490R,1794
BraA01g21500R,1793
BraA01g21510R,1739
BraA01g21520R,222
BraA01g21530R,645
BraA01g21540R,1602
BraA01g21550R,2192
BraA01g21560R,246
BraA01g21570R,3632
BraA01g21580R,3002
BraA01g21590R,270
BraA01g21600R,385
BraA01g21610R,279
BraA01g21620R,1995
BraA01g21630R,3902
BraA01g21640R,3011
BraA01g21650R,1358
BraA01g21660R,303
BraA01g21670R,3469
BraA01g21680R,3052
BraA01g21690R,228
BraA01g21700R,228
BraA01g21710R,1714
BraA01g21720R,3832
BraA01g21730R,2585
BraA01g21740R,2761
BraA01g21750R,921
BraA01g21760R,613
BraA01g21770R,3316
BraA01g21780R,3194
BraA01g21790R,3177
BraA01g21800R,1607
BraA01g21810R,1720
BraA01g21820R,12977
BraA01g21830R,2361
BraA01g21840R,2748
BraA01g21850R,2612
BraA01g21860R,1289
BraA01g21870R,2850
BraA01g21880R,699
BraA01g21890R,1398
BraA01g21900R,604
BraA01g21910R,994
BraA01g21920R,2308
BraA01g21930R,4823
BraA01g21940R,4084
BraA01g21950R,1975
BraA01g21960R,1741
BraA01g21970R,996
BraA01g21980R,3761
BraA01g21990R,856
BraA01g22000R,737
BraA01g22010R,672
BraA01g22020R,2397
BraA01g22030R,2390
BraA01g22040R,3619
BraA01g22050R,1041
BraA01g22060R,1041
BraA01g22070R,1166
BraA01g22080R,894
BraA01g22090R,2024
BraA01g22100R,264
BraA01g22110R,4104
BraA01g22120R,1725
BraA01g22130R,1227
BraA01g22140R,3586
BraA01g22150R,2555
BraA01g22160R,234
BraA01g22170R,3113
BraA01g22180R,9097
BraA01g22190R,9733
BraA01g22200R,195
BraA01g22210R,516
BraA01g22220R,6121
BraA01g22230R,836
BraA01g22240R,4796
BraA01g22250R,589
BraA01g22260R,3249
BraA01g22270R,2206
BraA01g22280R,2171
BraA01g22290R,1352
BraA01g22300R,786
BraA01g22310R,429
BraA01g22320R,1476
BraA01g22330R,3458
BraA01g22340R,738
BraA01g22350R,2774
BraA01g22360R,455
BraA01g22370R,849
BraA01g22380R,586
BraA01g22390R,965
BraA01g22400R,4213
BraA01g22410R,2563
BraA01g22420R,1372
BraA01g22430R,2588
BraA01g22440R,1785
BraA01g22450R,2862
BraA01g22460R,882
BraA01g22470R,4203
BraA01g22480R,584
BraA01g22490R,671
BraA01g22500R,1743
BraA01g22510R,387
BraA01g22520R,1269
BraA01g22530R,1259
BraA01g22540R,2204
BraA01g22550R,1383
BraA01g22560R,1451
BraA01g22570R,1746
BraA01g22580R,2177
BraA01g22590R,456
BraA01g22600R,1889
BraA01g22610R,3561
BraA01g22620R,7091
BraA01g22630R,816
BraA01g22640R,615
BraA01g22650R,1550
BraA01g22660R,807
BraA01g22670R,2840
BraA01g22680R,8510
BraA01g22690R,3363
BraA01g22700R,786
BraA01g22710R,7653
BraA01g22720R,818
BraA01g22730R,7195
BraA01g22740R,339
BraA01g22750R,1847
BraA01g22760R,336
BraA01g22770R,1851
BraA01g22780R,336
BraA01g22790R,1005
BraA01g22800R,999
BraA01g22810R,2022
BraA01g22820R,3954
BraA01g22830R,432
BraA01g22840R,1833
BraA01g22850R,6765
BraA01g22860R,801
BraA01g22870R,1012
BraA01g22880R,1001
BraA01g22890R,4001
BraA01g22900R,284
BraA01g22910R,737
BraA01g22920R,2502
BraA01g22930R,10589
BraA01g22940R,450
BraA01g22950R,3719
BraA01g22960R,4030
BraA01g22970R,8416
BraA01g22980R,1218
BraA01g22990R,962
BraA01g23000R,1115
BraA01g23010R,6078
BraA01g23020R,1011
BraA01g23030R,735
BraA01g23040R,1491
BraA01g23050R,3923
BraA01g23060R,1961
BraA01g23070R,362
BraA01g23080R,448
BraA01g23090R,6763
BraA01g23100R,485
BraA01g23110R,1094
BraA01g23120R,1530
BraA01g23130R,1584
BraA01g23140R,2691
BraA01g23150R,479
BraA01g23160R,312
BraA01g23170R,1863
BraA01g23180R,4170
BraA01g23190R,2988
BraA01g23200R,1600
BraA01g23210R,3230
BraA01g23220R,633
BraA01g23230R,1598
BraA01g23240R,4608
BraA01g23250R,663
BraA01g23260R,417
BraA01g23270R,483
BraA01g23280R,2494
BraA01g23290R,796
BraA01g23300R,667
BraA01g23310R,2488
BraA01g23320R,1511
BraA01g23330R,778
BraA01g23340R,1533
BraA01g23350R,2350
BraA01g23360R,1539
BraA01g23370R,594
BraA01g23380R,812
BraA01g23390R,3263
BraA01g23400R,750
BraA01g23410R,612
BraA01g23420R,1122
BraA01g23430R,1122
BraA01g23440R,1458
BraA01g23450R,2574
BraA01g23460R,2513
BraA01g23470R,788
BraA01g23480R,6700
BraA01g23490R,1861
BraA01g23500R,820
BraA01g23510R,1026
BraA01g23520R,1382
BraA01g23530R,334
BraA01g23540R,635
BraA01g23550R,2644
BraA01g23560R,558
BraA01g23570R,432
BraA01g23580R,1245
BraA01g23590R,2133
BraA01g23600R,2553
BraA01g23610R,1985
BraA01g23620R,1687
BraA01g23630R,2343
BraA01g23640R,2025
BraA01g23650R,1156
BraA01g23660R,1161
BraA01g23670R,690
BraA01g23680R,3054
BraA01g23690R,238
BraA01g23700R,1831
BraA01g23710R,4978
BraA01g23720R,1023
BraA01g23730R,2917
BraA01g23740R,546
BraA01g23750R,1390
